Order Date,Product Name,Category,Region,Quantity,Sales,Profit
8/10/2022,Keyboard,Accessories,West,6,6834.00,1418.21
9/14/2022,Smartphone,Electronics,East,5,1520.00,433.53
8/5/2023,Smartwatch,Electronics,West,7,8141.00,767.60
8/30/2023,Tablet,Electronics,South,8,5176.00,866.36
5/11/2024,Mouse,Accessories,East,9,738.00,64.42
1/17/2024,Printer,Office,South,9,4086.00,217.48
9/16/2022,Mouse,Accessories,East,2,442.00,28.13
1/13/2023,Smartphone,Electronics,East,6,2478.00,153.86
1/22/2022,Keyboard,Accessories,South,2,1860.00,327.15
5/24/2022,Monitor,Accessories,East,9,4968.00,991.82
3/5/2023,Printer,Office,South,3,1446.00,278.94
4/25/2023,Mouse,Accessories,East,7,1722.00,414.87
7/13/2024,Smartwatch,Electronics,East,7,6573.00,460.28
9/1/2024,Headphones,Accessories,East,3,2481.00,249.52
12/26/2024,Monitor,Accessories,West,6,3828.00,1102.86
8/20/2023,Tablet,Electronics,East,7,1197.00,103.34
1/9/2022,Tablet,Electronics,West,7,7623.00,1459.84
8/14/2022,Mouse,Accessories,North,9,3384.00,252.11
1/1/2022,Monitor,Accessories,South,8,1296.00,273.97
7/25/2024,Tablet,Electronics,West,8,2840.00,262.62
8/22/2024,Camera,Electronics,East,7,1540.00,342.93
6/28/2022,Camera,Electronics,West,2,1414.00,308.39
4/26/2023,Camera,Electronics,West,8,8328.00,466.38
8/29/2023,Camera,Electronics,North,2,744.00,217.21
1/2/2023,Mouse,Accessories,South,9,1773.00,168.01
8/11/2023,Smartphone,Electronics,East,7,6034.00,1018.37
6/22/2023,Smartphone,Electronics,South,9,756.00,99.21
7/27/2024,Monitor,Accessories,East,8,2256.00,468.52
11/30/2023,Monitor,Accessories,North,7,875.00,203.63
11/26/2024,Headphones,Accessories,South,4,1208.00,115.13
8/15/2023,Headphones,Accessories,South,2,352.00,54.19
2/23/2023,Printer,Office,West,6,4266.00,357.51
3/26/2022,Tablet,Electronics,North,7,1841.00,496.89
7/27/2024,Camera,Electronics,East,1,712.00,89.50
3/23/2024,Printer,Office,West,2,724.00,72.19
12/9/2024,Smartphone,Electronics,West,8,5832.00,662.72
6/17/2023,Keyboard,Accessories,South,6,4188.00,989.14
9/21/2023,Tablet,Electronics,West,1,392.00,50.70
5/14/2022,Laptop,Electronics,East,9,963.00,49.71
4/13/2024,Camera,Electronics,West,6,5706.00,319.46
6/11/2024,Headphones,Accessories,West,7,1365.00,312.04
5/23/2023,Headphones,Accessories,South,1,202.00,11.24
12/24/2023,Smartphone,Electronics,North,9,2430.00,613.67
4/26/2023,Monitor,Accessories,South,3,2670.00,515.39
1/21/2022,Tablet,Electronics,South,7,2758.00,520.66
10/14/2022,Monitor,Accessories,South,9,873.00,82.35
8/23/2023,Smartwatch,Electronics,West,9,7245.00,1410.92
9/13/2023,Camera,Electronics,North,4,960.00,255.24
12/28/2024,Smartwatch,Electronics,East,4,1284.00,171.02
6/9/2023,Mouse,Accessories,West,4,512.00,110.47
7/10/2022,Smartwatch,Electronics,South,9,9729.00,2039.41
1/11/2023,Camera,Electronics,North,5,1580.00,166.16
7/26/2023,Mouse,Accessories,East,8,976.00,234.24
1/5/2024,Printer,Office,North,8,1824.00,495.35
5/8/2023,Smartphone,Electronics,South,4,3188.00,202.81
11/29/2023,Camera,Electronics,East,7,5467.00,556.02
9/5/2024,Smartphone,Electronics,South,6,5406.00,1277.46
8/8/2024,Headphones,Accessories,East,8,2984.00,742.31
4/12/2023,Printer,Office,North,1,919.00,193.35
8/18/2023,Camera,Electronics,South,6,1686.00,426.72
6/2/2023,Laptop,Electronics,West,7,4165.00,493.24
11/17/2023,Smartphone,Electronics,West,7,1281.00,282.63
6/17/2024,Smartwatch,Electronics,East,3,2829.00,362.16
4/6/2024,Monitor,Accessories,West,3,2211.00,292.31
12/18/2024,Headphones,Accessories,East,4,4740.00,607.81
12/9/2023,Camera,Electronics,East,1,718.00,169.09
10/10/2022,Headphones,Accessories,North,6,1716.00,108.81
4/22/2024,Monitor,Accessories,South,7,1547.00,152.59
6/14/2022,Mouse,Accessories,North,1,739.00,111.18
9/3/2023,Laptop,Electronics,West,3,819.00,231.88
12/19/2023,Laptop,Electronics,South,8,5696.00,1156.30
1/22/2023,Monitor,Accessories,South,2,1706.00,184.71
1/23/2024,Camera,Electronics,North,2,2066.00,608.23
6/7/2024,Laptop,Electronics,North,2,256.00,35.66
2/4/2024,Smartphone,Electronics,North,2,1102.00,182.54
8/31/2024,Monitor,Accessories,North,8,2872.00,483.94
11/11/2024,Tablet,Electronics,East,4,2584.00,394.52
7/27/2024,Mouse,Accessories,North,2,1366.00,298.32
5/11/2024,Smartwatch,Electronics,South,7,1253.00,354.23
3/24/2023,Laptop,Electronics,West,7,2618.00,300.81
9/22/2022,Headphones,Accessories,East,9,6822.00,1811.37
11/5/2023,Keyboard,Accessories,East,6,5286.00,636.16
6/13/2024,Monitor,Accessories,North,1,579.00,133.57
2/28/2022,Laptop,Electronics,West,8,1392.00,190.99
11/14/2022,Laptop,Electronics,West,9,2493.00,696.69
9/17/2023,Smartphone,Electronics,North,7,6461.00,766.45
8/17/2022,Tablet,Electronics,East,2,1486.00,201.07
5/14/2023,Printer,Office,South,1,1152.00,280.28
3/12/2022,Smartwatch,Electronics,West,2,1750.00,103.99
7/12/2022,Smartphone,Electronics,West,7,4417.00,495.37
7/5/2024,Laptop,Electronics,South,4,3724.00,276.85
6/16/2023,Camera,Electronics,West,3,2220.00,121.14
6/20/2023,Monitor,Accessories,West,8,9104.00,2620.58
8/8/2024,Printer,Office,West,3,3093.00,584.23
3/1/2023,Headphones,Accessories,South,6,3048.00,842.24
5/2/2022,Smartphone,Electronics,North,1,161.00,36.58
7/23/2023,Monitor,Accessories,West,7,7238.00,1889.69
3/30/2024,Smartphone,Electronics,North,3,3561.00,347.31
8/7/2022,Monitor,Accessories,North,5,1850.00,534.39
3/6/2022,Mouse,Accessories,West,6,3522.00,626.72
11/24/2023,Smartwatch,Electronics,East,1,584.00,172.40
8/31/2023,Smartphone,Electronics,East,4,2556.00,412.44
10/14/2023,Smartphone,Electronics,South,2,348.00,56.31
5/16/2023,Monitor,Accessories,South,9,1602.00,142.49
6/19/2023,Monitor,Accessories,South,3,2853.00,437.59
7/21/2023,Printer,Office,West,1,1024.00,230.30
3/20/2022,Camera,Electronics,East,5,4485.00,1324.49
8/6/2023,Printer,Office,East,2,436.00,79.69
10/21/2024,Smartwatch,Electronics,North,2,2232.00,150.12
8/14/2022,Keyboard,Accessories,South,6,7056.00,1445.01
3/15/2022,Keyboard,Accessories,East,5,875.00,96.65
2/1/2022,Smartwatch,Electronics,East,3,315.00,61.94
4/24/2022,Laptop,Electronics,East,2,358.00,51.75
3/23/2023,Camera,Electronics,South,7,3451.00,194.42
2/10/2022,Laptop,Electronics,North,9,1350.00,189.13
10/19/2023,Tablet,Electronics,West,8,3320.00,413.32
9/10/2024,Mouse,Accessories,North,9,8442.00,940.33
6/17/2022,Keyboard,Accessories,South,1,166.00,31.97
8/9/2023,Mouse,Accessories,North,5,3720.00,448.60
7/11/2023,Laptop,Electronics,South,2,1090.00,136.65
1/5/2024,Laptop,Electronics,West,9,9783.00,2347.49
9/22/2022,Smartphone,Electronics,North,4,2432.00,657.18
6/22/2023,Mouse,Accessories,North,7,4060.00,291.42
3/26/2023,Smartwatch,Electronics,North,1,387.00,99.59
8/11/2023,Smartwatch,Electronics,North,3,966.00,120.56
5/17/2024,Tablet,Electronics,North,3,3366.00,882.29
6/30/2024,Monitor,Accessories,West,7,7833.00,1843.94
4/9/2023,Monitor,Accessories,West,1,610.00,33.55
5/28/2022,Smartwatch,Electronics,West,8,4288.00,597.09
7/18/2022,Printer,Office,North,9,7740.00,605.35
8/20/2024,Smartwatch,Electronics,West,9,3150.00,457.13
12/31/2023,Keyboard,Accessories,West,2,894.00,224.75
10/9/2022,Laptop,Electronics,North,8,7544.00,1219.73
3/1/2024,Keyboard,Accessories,North,8,6360.00,1871.88
3/19/2022,Smartphone,Electronics,West,4,2428.00,485.75
10/5/2022,Headphones,Accessories,South,2,574.00,38.52
4/25/2023,Keyboard,Accessories,West,6,6744.00,660.47
9/11/2023,Headphones,Accessories,North,6,798.00,213.40
1/13/2023,Printer,Office,North,5,2860.00,339.00
4/3/2022,Printer,Office,South,5,5410.00,1129.77
2/26/2023,Laptop,Electronics,West,5,4445.00,580.15
11/3/2024,Smartwatch,Electronics,South,8,7536.00,1197.09
9/26/2023,Monitor,Accessories,North,7,4165.00,263.26
2/19/2024,Laptop,Electronics,East,3,3021.00,763.99
4/29/2024,Keyboard,Accessories,North,2,310.00,70.66
5/15/2024,Headphones,Accessories,South,2,2170.00,522.00
10/22/2024,Tablet,Electronics,West,3,2832.00,317.76
7/31/2022,Smartwatch,Electronics,West,5,3945.00,392.09
9/10/2022,Tablet,Electronics,South,4,2104.00,308.00
8/24/2022,Monitor,Accessories,South,2,2060.00,517.64
6/23/2024,Printer,Office,North,4,1060.00,155.78
1/13/2023,Smartwatch,Electronics,South,6,810.00,108.61
9/23/2022,Laptop,Electronics,West,3,873.00,57.42
2/8/2022,Tablet,Electronics,West,5,595.00,121.11
12/18/2022,Laptop,Electronics,West,2,1562.00,119.56
1/25/2022,Smartwatch,Electronics,East,9,5337.00,1575.99
12/9/2022,Printer,Office,North,2,212.00,13.40
6/14/2023,Printer,Office,East,8,2704.00,705.74
5/31/2024,Laptop,Electronics,North,5,3225.00,523.32
8/7/2023,Monitor,Accessories,North,2,1342.00,184.59
7/13/2022,Mouse,Accessories,South,7,3395.00,1012.78
12/1/2024,Smartwatch,Electronics,East,4,3968.00,480.72
4/12/2024,Smartphone,Electronics,West,5,4555.00,776.65
2/26/2022,Tablet,Electronics,West,2,2132.00,365.44
3/31/2022,Mouse,Accessories,West,6,6516.00,842.83
8/17/2023,Smartwatch,Electronics,North,2,2040.00,481.15
9/23/2024,Mouse,Accessories,East,6,6126.00,428.38
9/11/2022,Smartwatch,Electronics,West,8,520.00,30.58
1/1/2023,Camera,Electronics,South,5,4470.00,526.96
7/12/2024,Smartwatch,Electronics,West,8,5504.00,1196.78
1/11/2022,Headphones,Accessories,West,4,3036.00,511.69
10/5/2024,Smartwatch,Electronics,East,5,2725.00,308.29
9/16/2024,Printer,Office,North,8,4080.00,336.96
5/23/2024,Keyboard,Accessories,North,8,3080.00,776.60
6/8/2023,Smartwatch,Electronics,North,5,1525.00,413.75
7/16/2022,Monitor,Accessories,South,4,1332.00,342.85
7/24/2023,Smartphone,Electronics,South,7,4669.00,803.21
3/12/2022,Smartwatch,Electronics,West,6,5310.00,1099.84
1/12/2023,Camera,Electronics,East,8,9392.00,2651.84
11/3/2022,Monitor,Accessories,South,5,1350.00,198.19
3/14/2024,Monitor,Accessories,North,4,3648.00,768.61
7/27/2023,Printer,Office,North,2,300.00,47.59
8/14/2022,Smartphone,Electronics,North,3,3408.00,727.26
11/17/2024,Keyboard,Accessories,South,9,4302.00,475.96
5/13/2024,Keyboard,Accessories,South,5,4575.00,771.24
10/21/2022,Laptop,Electronics,East,8,9304.00,1855.70
4/15/2024,Monitor,Accessories,East,4,1928.00,232.48
1/17/2023,Printer,Office,East,2,1042.00,86.24
11/28/2023,Tablet,Electronics,East,3,2214.00,507.70
5/3/2024,Keyboard,Accessories,South,4,3024.00,678.26
8/11/2023,Camera,Electronics,East,2,1104.00,173.01
7/26/2022,Mouse,Accessories,East,8,6056.00,1631.71
2/7/2023,Mouse,Accessories,South,5,5295.00,1375.98
1/19/2022,Smartphone,Electronics,North,4,3668.00,839.40
6/30/2023,Printer,Office,South,9,4293.00,295.47
8/19/2022,Mouse,Accessories,North,7,5789.00,950.45
8/27/2023,Smartwatch,Electronics,North,6,4440.00,800.92
3/10/2022,Printer,Office,South,5,5515.00,330.02
10/12/2024,Camera,Electronics,North,4,784.00,192.77
6/15/2024,Laptop,Electronics,East,4,576.00,156.59
9/9/2024,Smartwatch,Electronics,West,5,705.00,198.62
9/24/2023,Keyboard,Accessories,North,6,4458.00,1215.30
8/25/2022,Smartphone,Electronics,East,6,6780.00,811.92
10/1/2023,Smartwatch,Electronics,North,5,3970.00,642.70
1/8/2023,Monitor,Accessories,North,7,5131.00,368.11
10/2/2022,Laptop,Electronics,East,7,1750.00,90.21
2/11/2022,Tablet,Electronics,East,7,8337.00,753.35
9/15/2022,Keyboard,Accessories,East,9,9810.00,549.46
1/28/2024,Keyboard,Accessories,East,3,2658.00,794.36
7/23/2022,Printer,Office,West,1,473.00,43.65
1/14/2022,Tablet,Electronics,North,9,2205.00,410.01
6/13/2023,Smartphone,Electronics,South,9,6948.00,1409.30
9/9/2022,Tablet,Electronics,North,3,774.00,212.02
12/26/2023,Tablet,Electronics,North,3,2532.00,343.13
11/16/2024,Laptop,Electronics,West,7,6587.00,1173.91
4/1/2024,Smartphone,Electronics,East,7,7266.00,806.79
11/27/2024,Smartphone,Electronics,East,7,6867.00,502.06
7/1/2023,Camera,Electronics,South,9,4887.00,396.36
2/13/2023,Mouse,Accessories,West,4,864.00,251.99
11/9/2023,Smartphone,Electronics,East,6,5190.00,1215.07
5/20/2022,Keyboard,Accessories,South,8,2128.00,294.45
6/26/2024,Mouse,Accessories,East,2,1718.00,218.82
5/2/2022,Smartphone,Electronics,North,2,1270.00,229.39
5/18/2023,Keyboard,Accessories,East,7,2569.00,130.19
2/14/2022,Printer,Office,South,2,1518.00,262.65
11/22/2022,Headphones,Accessories,South,2,1210.00,268.37
3/15/2022,Mouse,Accessories,East,2,1128.00,94.13
8/23/2023,Headphones,Accessories,North,1,1077.00,77.97
12/18/2023,Keyboard,Accessories,East,6,2244.00,517.47
9/16/2022,Mouse,Accessories,West,8,1608.00,464.18
12/15/2024,Camera,Electronics,West,5,3685.00,476.20
4/25/2024,Camera,Electronics,North,8,4080.00,1079.49
2/9/2024,Monitor,Accessories,North,1,404.00,84.40
4/19/2023,Keyboard,Accessories,South,2,1738.00,163.38
1/31/2023,Printer,Office,West,3,828.00,210.33
11/24/2023,Mouse,Accessories,North,4,4344.00,461.72
10/2/2023,Tablet,Electronics,North,1,1130.00,268.88
4/18/2024,Headphones,Accessories,North,3,1698.00,304.91
6/27/2023,Tablet,Electronics,East,4,844.00,136.02
2/20/2023,Printer,Office,West,2,2286.00,218.18
12/12/2023,Camera,Electronics,East,2,1026.00,170.31
10/4/2023,Laptop,Electronics,West,6,6984.00,1433.65
2/18/2022,Monitor,Accessories,West,4,1672.00,432.35
1/8/2023,Laptop,Electronics,North,6,1092.00,63.98
4/1/2024,Headphones,Accessories,South,2,272.00,24.71
11/12/2023,Headphones,Accessories,West,2,1126.00,204.99
10/22/2023,Mouse,Accessories,West,7,8155.00,2177.38
3/29/2023,Smartwatch,Electronics,East,7,4298.00,358.38
12/17/2022,Smartphone,Electronics,East,5,1365.00,310.66
11/28/2024,Camera,Electronics,West,6,4116.00,381.35
4/7/2022,Headphones,Accessories,South,8,904.00,181.45
12/5/2024,Smartwatch,Electronics,South,1,70.00,10.64
9/3/2023,Keyboard,Accessories,East,2,344.00,72.87
8/19/2023,Printer,Office,East,1,330.00,78.52
8/17/2024,Headphones,Accessories,South,2,518.00,34.22
8/18/2022,Mouse,Accessories,North,9,2763.00,458.40
3/26/2022,Smartwatch,Electronics,North,2,2298.00,343.53
10/2/2024,Monitor,Accessories,South,1,436.00,73.89
9/28/2022,Mouse,Accessories,East,6,1824.00,213.47
5/12/2024,Laptop,Electronics,North,5,1540.00,411.83
3/14/2023,Tablet,Electronics,East,7,5572.00,385.82
9/21/2023,Monitor,Accessories,East,6,3030.00,335.71
5/2/2024,Monitor,Accessories,West,5,1245.00,345.84
1/31/2022,Tablet,Electronics,South,4,1252.00,326.69
6/4/2024,Camera,Electronics,North,9,4959.00,479.28
2/16/2023,Monitor,Accessories,West,7,8162.00,443.81
5/26/2023,Monitor,Accessories,East,5,1370.00,253.92
12/28/2023,Tablet,Electronics,North,3,3111.00,607.23
10/10/2022,Mouse,Accessories,South,7,7805.00,1078.03
4/21/2024,Smartphone,Electronics,South,9,10314.00,2729.60
9/29/2023,Keyboard,Accessories,South,9,10782.00,2730.14
10/22/2024,Monitor,Accessories,West,5,4375.00,987.96
7/31/2023,Monitor,Accessories,North,5,2265.00,595.05
4/15/2022,Laptop,Electronics,East,1,166.00,9.69
4/24/2024,Headphones,Accessories,North,7,7217.00,1481.70
1/16/2022,Tablet,Electronics,East,3,1767.00,186.54
12/6/2023,Laptop,Electronics,East,3,2883.00,557.81
9/4/2024,Smartwatch,Electronics,South,3,1338.00,396.08
8/24/2024,Printer,Office,East,9,9459.00,604.06
6/10/2022,Printer,Office,North,3,168.00,45.31
10/3/2022,Smartphone,Electronics,South,9,4536.00,479.78
2/25/2022,Mouse,Accessories,East,4,4404.00,793.70
8/18/2023,Monitor,Accessories,North,4,1952.00,148.67
12/23/2022,Mouse,Accessories,North,3,2004.00,467.76
6/30/2022,Keyboard,Accessories,South,4,468.00,131.48
11/10/2024,Smartphone,Electronics,West,9,8667.00,1597.49
2/24/2024,Printer,Office,West,7,6097.00,567.32
4/11/2022,Headphones,Accessories,South,9,4752.00,1415.65
5/10/2023,Keyboard,Accessories,East,1,1172.00,124.90
5/20/2022,Keyboard,Accessories,North,2,1608.00,170.29
5/21/2023,Printer,Office,South,7,7595.00,969.07
7/17/2024,Smartwatch,Electronics,West,1,1142.00,306.84
11/18/2024,Keyboard,Accessories,North,2,116.00,13.67
6/6/2022,Smartphone,Electronics,East,9,3951.00,908.13
12/21/2023,Keyboard,Accessories,East,2,1606.00,138.96
11/16/2022,Headphones,Accessories,South,3,2025.00,403.00
7/24/2023,Smartwatch,Electronics,West,2,2006.00,235.52
6/5/2024,Camera,Electronics,South,9,9423.00,652.06
8/24/2022,Laptop,Electronics,North,4,2276.00,399.94
8/22/2022,Monitor,Accessories,West,5,4880.00,664.06
11/18/2024,Laptop,Electronics,East,3,1773.00,183.15
1/21/2023,Smartwatch,Electronics,South,9,2718.00,195.97
11/7/2022,Headphones,Accessories,East,4,3168.00,939.45
1/31/2022,Camera,Electronics,West,2,1716.00,368.06
2/7/2024,Smartphone,Electronics,West,2,214.00,14.08
6/4/2024,Camera,Electronics,East,2,2092.00,366.12
3/21/2024,Headphones,Accessories,West,3,225.00,46.96
3/26/2023,Smartwatch,Electronics,East,1,859.00,217.67
4/10/2022,Printer,Office,West,2,2070.00,183.41
6/10/2024,Keyboard,Accessories,South,6,3240.00,758.19
10/8/2022,Tablet,Electronics,East,2,1748.00,506.52
7/6/2023,Mouse,Accessories,West,8,2080.00,108.48
6/18/2022,Smartwatch,Electronics,North,3,2193.00,521.14
6/8/2023,Headphones,Accessories,West,5,2080.00,614.77
5/13/2022,Mouse,Accessories,South,5,5070.00,986.39
3/8/2024,Laptop,Electronics,South,7,469.00,47.40
10/8/2023,Printer,Office,South,1,802.00,153.55
12/31/2024,Smartphone,Electronics,West,6,930.00,213.60
3/11/2022,Smartwatch,Electronics,South,1,495.00,55.17
8/1/2024,Monitor,Accessories,East,6,4938.00,847.89
8/21/2022,Tablet,Electronics,South,2,1300.00,267.46
12/11/2024,Mouse,Accessories,South,7,2100.00,131.67
3/13/2024,Camera,Electronics,South,2,2248.00,636.52
12/5/2023,Headphones,Accessories,North,8,7096.00,991.23
5/13/2022,Headphones,Accessories,East,3,1992.00,252.21
1/29/2022,Camera,Electronics,South,4,4056.00,1189.26
12/22/2022,Camera,Electronics,East,2,1986.00,208.88
4/7/2024,Printer,Office,East,3,1635.00,196.73
3/5/2022,Smartwatch,Electronics,East,9,3132.00,443.27
5/21/2023,Smartphone,Electronics,South,8,7064.00,1554.52
3/16/2024,Camera,Electronics,East,1,907.00,249.20
1/14/2023,Mouse,Accessories,South,9,7938.00,1191.41
11/11/2023,Printer,Office,South,4,4360.00,1207.46
8/19/2024,Keyboard,Accessories,West,3,375.00,95.04
9/24/2022,Monitor,Accessories,North,7,826.00,101.01
11/4/2023,Headphones,Accessories,East,1,1011.00,186.42
9/9/2023,Mouse,Accessories,East,3,807.00,148.58
12/17/2024,Headphones,Accessories,North,2,1840.00,367.70
2/7/2022,Keyboard,Accessories,West,5,4550.00,1039.34
1/7/2024,Smartphone,Electronics,North,9,8793.00,901.70
7/9/2024,Headphones,Accessories,North,5,310.00,32.01
11/28/2023,Headphones,Accessories,East,3,1143.00,275.04
3/10/2022,Monitor,Accessories,West,3,2610.00,740.21
7/31/2022,Tablet,Electronics,West,6,1494.00,269.25
7/5/2023,Smartphone,Electronics,North,4,1524.00,189.32
11/21/2023,Tablet,Electronics,North,9,9441.00,2171.42
6/18/2022,Smartphone,Electronics,South,4,3520.00,417.26
3/29/2023,Tablet,Electronics,West,2,390.00,103.99
1/27/2024,Printer,Office,South,3,3219.00,255.09
9/29/2024,Laptop,Electronics,North,1,450.00,75.89
8/12/2023,Smartwatch,Electronics,South,4,828.00,216.98
1/17/2022,Printer,Office,East,1,1146.00,152.79
7/9/2024,Monitor,Accessories,West,3,1986.00,361.33
3/21/2023,Smartwatch,Electronics,North,8,7264.00,1776.83
6/8/2023,Laptop,Electronics,East,7,7469.00,915.63
3/19/2024,Laptop,Electronics,South,5,1385.00,165.55
3/13/2023,Tablet,Electronics,North,4,4556.00,315.07
2/8/2024,Monitor,Accessories,North,3,456.00,61.42
11/15/2024,Monitor,Accessories,North,2,1984.00,125.13
9/17/2024,Smartwatch,Electronics,North,6,5178.00,1321.58
5/11/2023,Smartwatch,Electronics,West,1,281.00,30.51
11/26/2024,Monitor,Accessories,South,9,3033.00,177.92
3/27/2022,Camera,Electronics,East,3,1107.00,65.88
4/10/2022,Mouse,Accessories,South,3,1446.00,356.70
7/27/2024,Printer,Office,North,3,1335.00,263.04
1/23/2023,Mouse,Accessories,South,2,266.00,20.11
4/22/2024,Smartphone,Electronics,West,6,648.00,162.30
3/15/2023,Tablet,Electronics,South,2,344.00,80.87
5/25/2024,Smartphone,Electronics,West,6,5724.00,1640.19
3/16/2022,Headphones,Accessories,East,5,4920.00,323.38
1/7/2023,Camera,Electronics,West,5,5440.00,457.04
4/25/2024,Smartphone,Electronics,West,7,7994.00,908.65
10/23/2023,Camera,Electronics,South,9,3780.00,724.36
5/27/2023,Smartphone,Electronics,North,1,1017.00,209.97
1/31/2023,Smartphone,Electronics,West,6,1578.00,82.85
10/9/2023,Smartphone,Electronics,South,2,912.00,161.37
4/29/2024,Laptop,Electronics,West,6,2520.00,182.59
12/6/2024,Mouse,Accessories,East,8,2632.00,262.55
7/10/2023,Monitor,Accessories,West,6,6582.00,729.68
1/16/2024,Camera,Electronics,East,8,3432.00,172.69
9/10/2023,Keyboard,Accessories,South,2,1030.00,254.65
10/13/2022,Mouse,Accessories,West,8,1192.00,289.91
7/24/2024,Printer,Office,West,9,7083.00,994.47
2/22/2022,Printer,Office,South,7,3675.00,227.14
10/30/2023,Monitor,Accessories,North,4,4740.00,833.27
4/14/2024,Headphones,Accessories,East,4,1716.00,364.96
2/7/2023,Printer,Office,South,7,3528.00,260.06
6/22/2022,Camera,Electronics,South,3,777.00,71.72
4/29/2022,Camera,Electronics,East,4,3368.00,558.93
10/11/2022,Tablet,Electronics,North,4,4240.00,251.46
4/15/2022,Laptop,Electronics,South,3,3285.00,292.87
1/14/2023,Smartphone,Electronics,South,6,4872.00,612.73
8/24/2022,Smartphone,Electronics,East,9,2466.00,638.41
10/26/2024,Tablet,Electronics,West,5,2465.00,497.19
5/15/2023,Tablet,Electronics,North,3,612.00,40.15
10/25/2022,Tablet,Electronics,South,5,4170.00,658.98
3/13/2023,Camera,Electronics,South,8,1088.00,160.33
7/30/2024,Keyboard,Accessories,West,2,1626.00,354.49
11/6/2023,Smartphone,Electronics,North,6,6486.00,359.49
12/14/2022,Monitor,Accessories,West,8,6968.00,1226.22
1/3/2024,Smartphone,Electronics,North,1,357.00,82.86
2/17/2024,Laptop,Electronics,South,1,454.00,58.40
4/4/2024,Tablet,Electronics,East,3,3582.00,501.47
6/25/2024,Tablet,Electronics,West,9,3762.00,484.75
10/31/2024,Smartwatch,Electronics,South,9,6642.00,394.48
9/25/2024,Monitor,Accessories,West,4,408.00,45.20
3/8/2024,Tablet,Electronics,West,1,105.00,25.26
5/4/2024,Tablet,Electronics,West,3,2682.00,584.69
7/11/2022,Keyboard,Accessories,East,7,497.00,76.31
8/19/2022,Printer,Office,South,7,4823.00,420.58
10/1/2024,Smartwatch,Electronics,North,8,4048.00,666.10
10/19/2023,Printer,Office,South,7,2758.00,459.02
12/23/2022,Smartphone,Electronics,North,8,4096.00,266.35
10/11/2024,Printer,Office,North,8,7264.00,1318.00
4/9/2022,Mouse,Accessories,East,6,4302.00,957.38
3/3/2022,Printer,Office,North,7,3297.00,583.86
1/27/2023,Printer,Office,North,5,5960.00,1139.78
1/22/2024,Keyboard,Accessories,West,1,386.00,114.90
1/20/2022,Printer,Office,West,1,684.00,170.36
6/15/2022,Laptop,Electronics,South,3,1275.00,168.64
5/18/2023,Mouse,Accessories,North,9,5949.00,368.51
2/6/2023,Camera,Electronics,East,7,5159.00,755.22
7/1/2022,Monitor,Accessories,North,4,1100.00,127.13
1/26/2024,Mouse,Accessories,South,2,290.00,50.23
8/5/2023,Smartwatch,Electronics,East,8,7144.00,492.10
8/9/2022,Keyboard,Accessories,West,5,4200.00,330.48
2/8/2022,Monitor,Accessories,North,6,5022.00,291.89
12/13/2024,Smartphone,Electronics,West,2,2354.00,371.34
10/10/2024,Smartphone,Electronics,South,2,2032.00,149.70
10/15/2024,Printer,Office,South,8,9528.00,1942.35
5/25/2024,Keyboard,Accessories,South,2,2372.00,275.88
2/14/2022,Laptop,Electronics,West,3,2703.00,609.75
5/4/2023,Laptop,Electronics,South,4,1264.00,267.82
5/21/2024,Smartphone,Electronics,South,4,1624.00,333.74
5/14/2023,Mouse,Accessories,West,8,2976.00,507.77
7/2/2024,Headphones,Accessories,West,6,4998.00,863.82
4/18/2024,Printer,Office,South,1,445.00,29.57
10/20/2022,Printer,Office,West,1,98.00,28.57
8/22/2022,Tablet,Electronics,North,7,4102.00,354.03
1/11/2022,Printer,Office,North,1,1016.00,171.31
8/18/2023,Headphones,Accessories,South,4,1960.00,234.88
9/15/2024,Mouse,Accessories,West,7,2751.00,675.95
7/15/2022,Smartphone,Electronics,East,7,4032.00,742.98
7/28/2024,Smartphone,Electronics,West,7,5978.00,1791.25
12/16/2023,Headphones,Accessories,West,7,8050.00,2129.97
5/24/2024,Monitor,Accessories,East,7,4648.00,1240.98
6/14/2022,Smartphone,Electronics,North,3,1119.00,108.68
6/14/2023,Printer,Office,South,9,2178.00,382.67
12/11/2024,Laptop,Electronics,East,1,918.00,180.31
2/5/2023,Smartphone,Electronics,East,9,6903.00,837.35
8/21/2023,Keyboard,Accessories,North,5,4855.00,534.23
12/18/2023,Camera,Electronics,South,2,2158.00,483.94
4/13/2023,Mouse,Accessories,North,7,4550.00,1077.80
9/24/2023,Tablet,Electronics,West,4,3592.00,249.54
12/19/2022,Tablet,Electronics,South,8,3488.00,943.25
5/21/2022,Monitor,Accessories,North,2,1214.00,163.80
9/21/2024,Mouse,Accessories,West,9,7200.00,1469.23
3/24/2023,Laptop,Electronics,East,8,1808.00,339.31
12/29/2022,Camera,Electronics,West,9,7083.00,560.88
6/5/2024,Monitor,Accessories,East,4,1060.00,260.21
11/17/2022,Smartwatch,Electronics,South,9,7182.00,461.61
5/7/2024,Smartphone,Electronics,West,6,5532.00,552.74
8/23/2024,Headphones,Accessories,South,8,1800.00,326.03
12/17/2023,Headphones,Accessories,South,1,351.00,32.61
11/10/2022,Smartwatch,Electronics,West,2,1200.00,191.43
12/1/2023,Tablet,Electronics,South,9,1593.00,322.46
12/15/2024,Monitor,Accessories,East,3,2580.00,448.02
